대우,,,,NNP,*,F,대우,*,*,*,*,*
구글,,,,NNP,*,T,구글,*,*,*,*,*
온난전선,,,,NNP,*,T,온난전선,*,*,*,*,*
한랭전선,,,,NNP,*,T,한랭전선,*,*,*,*,*
온난,,,,NNP,*,T,온난,*,*,*,*,*
한랭,,,,NNP,*,T,한랭,*,*,*,*,*
정체전선,,,,NNP,*,T,정체전선,*,*,*,*,*
장마전선,,,,NNP,*,T,장마전선,*,*,*,*,*
민경모,,,,NNP,*,F,민경모,*,*,*,*,*
펭수,,,,NNP,*,F,펭수,*,*,*,*,*
오호츠크,,,,NNP,*,F,오호츠크,*,*,*,*,*
오호츠크해,,,,NNP,*,F,오호츠크해,*,*,*,*,*
